id,prediction
0,0.70490754
1,0.6256123
2,0.25329214
3,0.9999975
4,0.49155468
5,0.99999917
6,0.17188412
7,0.26321608
8,0.00073967694
9,0.9999958
10,0.22772819
11,0.9999956
12,0.9999993
13,0.9999956
14,0.999995
15,0.99999917
16,0.20522197
17,0.9999993
18,0.9999907
19,0.11646393
20,0.69002306
21,0.9999784
22,0.0008546351
23,0.0005760734
24,0.44183415
25,0.99999964
26,0.5782045
27,0.99998903
28,0.4877653
29,0.99999547
30,0.56982917
31,0.9999993
32,0.0005393295
33,0.00051850907
34,0.72057754
35,0.9999938
36,0.99999523
37,0.0007147691
38,0.00046725103
39,0.26904747
40,2.7627595e-05
41,0.14588524
42,0.0007354492
43,0.2857217
44,0.999995
45,0.99999416
46,0.999995
47,0.00071858015
48,0.64526623
49,0.44781438
50,0.00050227327
51,0.00065221544
52,0.19482519
53,0.00079025864
54,0.57923216
55,0.5363288
56,0.27127084
57,0.99999964
58,0.00046725103
59,0.26904747
60,0.99999917
61,0.9999993
62,0.9999796
63,0.21868269
64,0.0856568
65,0.00065968843
66,0.6906071
67,0.17092893
68,0.0007613237
69,0.0005453718
70,0.9999975
71,0.99999917
72,0.00060905825
73,0.15469782
74,0.0006025453
75,0.9999993
76,0.14928786
77,0.9999957
78,0.43331295
79,0.9999993
80,0.5349424
81,0.99999917
82,0.57923216
83,0.5782045
84,0.49155468
85,0.0006794445
86,0.37088513
87,0.0007427772
88,0.5744749
89,0.00053120963
90,0.0007512062
91,0.0006096282
92,0.1298295
93,0.9999993
94,0.99999917
95,0.9999957
96,0.39260635
97,0.9999957
98,0.9999945
99,0.48432496
100,0.9999993
101,0.57923216
102,0.57923216
103,0.5032614
104,0.100650236
105,0.9999956
106,0.9999958
107,0.99998903
108,0.0007147691
109,0.68474543
110,0.99997246
111,0.9999993
112,0.0006372544
113,0.0007294182
114,0.15193073
115,0.5782045
116,0.29974157
117,0.097228445
118,0.5058753
119,0.0005623002
120,0.9999958
121,0.99999917
122,0.9999975
123,0.0073754303
124,0.0007545038
125,0.15223381
126,0.99999964
127,0.0006072561
128,0.73145956
129,0.99999714
130,0.9999956
131,0.6602343
132,0.3739549
133,0.0007354492
134,0.0006025453
135,0.9999993
136,0.26321608
137,0.99999523
138,0.53866184
139,0.00055455306
140,0.9999993
141,0.6665885
142,0.36335218
143,0.0007052046
144,0.3548378
145,0.01877515
146,0.99999547
147,0.99998724
148,1.43238785e-05
149,0.68527114
150,0.3863717
151,0.99999535
152,0.9999975
153,0.00046496905
154,0.0961625
155,0.99999917
156,0.20522197
157,0.12107967
158,0.57923216
159,0.15252438
160,0.9999943
161,0.21058767
162,0.4298787
163,0.9999956
164,0.0006957946
165,0.7219164
166,0.30938008
167,0.17681149
168,0.57923216
169,0.99999917
170,0.99999917
171,0.6130073
172,0.3765778
173,0.29217437
174,0.27038303
175,0.9999993
176,0.34572592
177,0.50653595
178,0.24599375
179,0.00065221544
180,0.16579801
181,0.00089465524
182,0.43532795
183,0.00054469483
184,0.9999993
185,0.49700797
186,0.0007319085
187,0.9999958
188,0.7562761
189,0.999995
190,0.9999993
191,0.24644536
192,0.5782045
193,0.9999993
194,0.6062405
195,0.99998844
196,0.99999917
197,0.0482382
198,0.9999993
199,0.00068475615
200,0.9999958
201,0.9999957
202,0.9999958
203,0.57923216
204,0.99999523
205,0.5782045
206,0.0008546351
207,0.00072035735
208,0.43074155
209,0.0007512372
210,0.23531872
211,0.5107742
212,0.6773715
213,0.9999956
214,0.4298787
215,0.9999993
216,0.9999957
217,0.41076663
218,0.5776115
219,0.42774075
220,0.99999726
221,0.69075954
222,0.17704828
223,0.99999714
224,0.9999993
225,0.436084
226,0.67635846
227,0.99999917
228,0.00071228377
229,0.9999951
230,0.10261221
231,0.73875356
232,0.9999958
233,0.3676031
234,0.68275684
235,0.99999917
236,0.0006025453
237,0.1335445
238,0.9999957
239,0.9999993
240,0.99999917
241,0.9999958
242,0.0007737358
243,0.9999683
244,0.99998724
245,0.41041017
246,0.0005048412
247,0.999995
248,0.5318909
249,0.20522197
250,0.4357188
251,0.9999975
252,0.99999964
253,0.583545
254,0.99999917
255,0.29869086
256,0.9999951
257,0.9999993
258,0.0008211292
259,0.99999523
260,0.1885209
261,0.9999957
262,0.15129322
263,0.35800734
264,0.097228445
265,0.16503821
266,0.99999917
267,0.9999975
268,0.13785607
269,0.13760081
270,0.0003456082
271,0.07826535
272,0.57536685
273,0.41410574
274,0.99999714
275,0.28938967
276,0.34443575
277,0.00059838063
278,0.61876076
279,0.68275684
280,0.9999993
281,0.99999964
282,0.6914707
283,0.99998903
284,0.9999958
285,0.00076128595
286,0.0005629997
287,0.63765335
288,0.57923216
289,0.6914707
290,0.5734612
291,0.000607325
292,0.41792145
293,0.0008085392
294,0.99999917
295,0.0005496361
296,0.99998736
297,0.44159752
298,0.73007125
299,0.99999917
300,0.00055244257
301,0.5363288
302,0.21559906
303,0.99998844
304,0.3531127
305,0.00046354227
306,0.525773
307,0.9999993
308,0.30904004
309,0.38506466
310,0.338175
311,0.0007464791
312,0.99999535
313,0.5486323
314,0.32636172
315,0.99995756
316,0.99999917
317,0.9999951
318,0.24549104
319,0.99999917
320,0.6000146
321,0.123695605
322,0.6250304
323,0.12450531
324,0.9999993
325,0.0005496361
326,0.6914707
327,0.0006025453
328,0.5339603
329,0.6652978
330,0.99999964
331,0.0005983869
332,0.99999917
333,0.13241406
334,0.9999993
335,0.9999993
336,0.0005916751
337,0.6458941
338,0.65221614
339,0.35042667
340,0.45263278
341,0.9999957
342,0.9999993
343,0.4556147
344,0.999995
345,0.6914707
346,0.6458941
347,0.0005489537
348,0.9999993
349,0.999995
350,0.00052834797
351,0.99998343
352,0.999995
353,0.32851496
354,0.7549295
355,0.0006862156
356,0.6909775
