id,prediction
0,0.69401276
1,0.7147438
2,0.27047485
3,0.99984
4,0.48718178
5,0.9989009
6,0.11765656
7,0.34031883
8,0.052244853
9,0.9985775
10,0.18534556
11,0.7147438
12,0.99976355
13,0.6533863
14,0.67923826
15,0.999835
16,0.1567467
17,0.9986628
18,0.9998337
19,0.053469416
20,0.6954167
21,0.9992955
22,0.6890785
23,0.08401592
24,0.42631024
25,0.9997714
26,0.592276
27,0.99886334
28,0.4878902
29,0.9998721
30,0.48789954
31,0.9991177
32,0.44747722
33,0.13494837
34,0.7147438
35,0.99898297
36,0.99896085
37,0.5562602
38,0.0012491232
39,0.2526287
40,0.0013065794
41,0.14347714
42,0.037101828
43,0.4115649
44,0.7365068
45,0.99847955
46,0.51465154
47,0.06085246
48,0.5980858
49,0.6575325
50,0.9998721
51,0.26138747
52,0.16706267
53,0.0010956409
54,0.59002805
55,0.48528686
56,0.24065936
57,0.9997788
58,0.0014792327
59,0.24717595
60,0.99847084
61,0.9988901
62,0.99865854
63,0.2477044
64,0.0628642
65,0.3126841
66,0.7139075
67,0.059939094
68,0.71642524
69,0.55449206
70,0.9989009
71,0.9998597
72,0.0011582033
73,0.08971768
74,0.5251774
75,0.9991001
76,0.052675407
77,0.99981993
78,0.44313562
79,0.9985097
80,0.55449206
81,0.99981314
82,0.58763146
83,0.58763146
84,0.48660383
85,0.4115649
86,0.40962988
87,7.640855e-05
88,0.58647823
89,0.29049122
90,0.049984824
91,0.05492874
92,0.062996805
93,0.99850994
94,0.99979347
95,0.70544696
96,0.13590616
97,0.73324865
98,0.99856913
99,0.4878902
100,0.9984175
101,0.58868706
102,0.58763146
103,0.7461893
104,0.09232313
105,0.9984169
106,0.55449206
107,0.998497
108,0.14594035
109,0.6889256
110,0.99975973
111,0.9987368
112,0.14490691
113,0.14879258
114,0.11289351
115,0.5873595
116,0.32506385
117,0.060297586
118,0.55449206
119,8.213592e-05
120,0.5460709
121,0.99881786
122,0.99977285
123,0.050005868
124,9.6077674e-05
125,0.051896006
126,0.9998721
127,0.27047485
128,0.72636235
129,0.4212403
130,0.99847835
131,0.62695247
132,0.42266247
133,0.049052235
134,0.4115649
135,0.99860543
136,0.34116986
137,0.9985801
138,0.545215
139,0.9989982
140,0.9998721
141,0.6877368
142,0.2477044
143,0.5625828
144,0.5782779
145,0.2619123
146,0.99837166
147,0.9998721
148,0.0020686197
149,0.68831885
150,0.44687507
151,0.79631853
152,0.99910635
153,0.000109596025
154,0.060618054
155,0.57560635
156,0.14167008
157,0.086921684
158,0.5884957
159,0.10476118
160,0.99840456
161,0.052465715
162,0.5449531
163,0.67662185
164,0.43538666
165,0.7147438
166,0.11562242
167,0.14991418
168,0.58771604
169,0.9998191
170,0.5862801
171,0.5478518
172,0.40656546
173,0.12553321
174,0.24065936
175,0.9988953
176,0.33740985
177,0.31673867
178,0.40782043
179,6.7321234e-05
180,0.09054074
181,0.00015627491
182,0.4229597
183,0.5510857
184,0.99872273
185,0.5447178
186,0.0012185924
187,0.27611497
188,0.7717996
189,0.6996159
190,0.99875116
191,0.2735063
192,0.5894935
193,0.99885523
194,0.48592538
195,0.9990233
196,0.998492
197,0.543552
198,0.9998721
199,0.14510252
200,0.99904567
201,0.69526136
202,0.14539671
203,0.58763146
204,0.71873134
205,0.59215176
206,0.014370667
207,0.27047485
208,0.42905933
209,8.627961e-05
210,0.22484338
211,0.55449206
212,0.6900993
213,0.52318454
214,0.55449206
215,0.99886537
216,0.39869225
217,0.55449206
218,0.5876884
219,0.31977627
220,0.9998721
221,0.6989635
222,0.09823141
223,0.9985109
224,0.9986632
225,0.43515518
226,0.6777749
227,0.9986016
228,0.6124896
229,0.2675808
230,0.06477268
231,0.7456987
232,0.42583144
233,0.44424754
234,0.7147438
235,0.9998259
236,0.33495528
237,0.07356372
238,0.56100994
239,0.59087735
240,0.99888617
241,0.25609174
242,0.0012541125
243,0.9984053
244,0.99975485
245,0.55449206
246,0.4115649
247,0.999806
248,0.4903931
249,0.15186633
