id,prediction
0,0.59339577
1,0.8088259
2,0.361885
3,0.9999068
4,0.35007212
5,0.9998721
6,0.12364841
7,0.15326661
8,0.089181334
9,0.99988973
10,0.11309007
11,0.56691885
12,0.9998685
13,0.43802282
14,0.84803134
15,0.9939176
16,0.050757285
17,0.9999393
18,1.0
19,0.017601628
20,0.7028525
21,0.9999261
22,0.55053824
23,0.028528713
24,0.44787037
25,0.99985826
26,0.6526734
27,0.99987745
28,0.33844033
29,0.9995264
30,0.6947343
31,0.99987984
32,0.2995914
33,0.06332716
34,0.8595402
35,0.99975175
36,0.9996099
37,0.7018192
38,0.0036281454
39,0.263762
40,0.00037395296
41,0.10982586
42,0.04838874
43,0.5120645
44,0.84318066
45,0.9998375
46,0.46804774
47,0.14297192
48,0.6788918
49,0.7030399
50,0.9998386
51,0.117681116
52,0.30266494
53,0.0003851356
54,0.3322895
55,0.336616
56,0.28210506
57,0.9998215
58,0.0035936504
59,0.26102525
60,0.9999269
61,0.9996531
62,0.99988806
63,0.3421089
64,0.027690401
65,0.3776782
66,0.4489133
67,0.080468185
68,0.83351886
69,0.63533634
70,0.9999025
71,0.99977833
72,0.0021497675
73,0.026325563
74,0.154339
75,0.9997578
76,0.09951752
77,0.99991596
78,0.44302785
79,1.0
80,0.6163735
81,0.9997886
82,0.14591554
83,0.59283715
84,0.682791
85,0.2873512
86,0.46653107
87,0.00037873196
88,0.2691825
89,0.18761581
90,0.045595273
91,0.08086986
92,0.13854156
93,0.9997638
94,0.9998104
95,0.721426
96,0.08558792
97,0.7580857
98,0.999746
99,0.5984541
100,0.99980885
101,0.32950607
102,0.44542152
103,0.7350911
104,0.11204593
105,1.0
106,0.6085587
107,0.99993515
108,0.054828685
109,0.50012225
110,0.99989307
111,0.9998913
112,0.15188351
113,0.19780959
114,0.032937407
115,0.6875462
116,0.5458779
117,0.121538006
118,0.5788078
119,0.00037050244
120,0.3709867
121,0.99983656
122,0.9999058
123,0.02491946
124,0.0003851358
125,0.07143403
126,1.0
127,0.12505728
128,0.887695
129,0.16172905
130,0.9998242
131,0.31480908
132,0.61939436
133,0.045595273
134,0.4989757
135,0.9998853
136,0.13113561
137,0.9998777
138,0.5154419
139,0.99989355
140,0.92348355
141,0.6620494
142,0.21532197
143,0.15567519
144,0.5374448
145,0.32823563
146,0.99958974
147,1.0
148,0.00059819344
149,0.6238248
150,0.44302785
151,0.926712
152,0.99986017
153,0.0099242395
154,0.09394728
155,0.3915809
156,0.19003241
157,0.0916581
158,0.52315307
159,0.05561821
160,0.99964523
161,0.05575345
162,0.34612265
163,0.5300897
164,0.41133198
165,0.6206555
166,0.051323764
167,0.1738257
168,0.682134
169,1.0
170,0.53167474
171,0.37190044
172,0.259413
173,0.03184513
174,0.08298598
175,1.0
176,0.3629842
177,0.25931832
178,0.2508655
179,0.0027682476
180,0.21740991
181,0.00038511155
182,0.32840592
183,0.30463845
184,0.99981326
185,0.5788078
186,0.00048552596
187,0.49462074
188,0.8594685
189,0.47936797
190,0.99971837
191,0.110467754
192,0.62451136
193,0.99986446
194,0.62868774
195,1.0
196,0.9909251
197,0.51690686
198,0.99961287
199,0.056895085
200,0.99987173
201,0.4928771
202,0.06303887
203,0.79264003
204,0.5096721
205,0.6656689
206,0.00038511836
207,0.12364294
208,0.2607804
209,0.0024886073
210,0.38817447
211,0.60519004
212,0.40479717
213,0.30168432
214,0.31692058
215,0.9975841
216,0.32423523
217,0.5176385
218,0.67034954
219,0.16767727
220,0.99993706
221,0.46011928
222,0.2204729
223,0.99990773
224,0.99982077
225,0.5525829
226,0.830801
