id,prediction
0,0.44955564
1,0.61234516
2,0.24938679
3,0.57415676
4,0.31564075
5,0.78572506
6,0.53139395
7,0.116567984
8,0.09627713
9,0.6365016
10,0.49471107
11,0.58909565
12,0.9018973
13,0.4262134
14,0.5509196
15,0.8405741
16,0.20996793
17,0.54867536
18,0.6894588
19,0.093291104
20,0.76052034
21,0.3089425
22,0.10448734
23,0.21948835
24,0.49328384
25,0.16481331
26,0.7995041
27,0.69369864
28,0.50125784
29,0.5668383
30,0.5739699
31,0.6413058
32,0.7898842
33,0.38258848
34,0.7628035
35,0.4152826
36,0.042481173
37,0.52067834
38,0.5586282
39,0.4775609
40,0.5658268
41,0.29900232
42,0.17453206
43,0.48707318
44,0.38050035
45,0.59469575
46,0.3178229
47,0.22177793
48,0.8328555
49,0.51103824
50,0.2142804
51,0.34905282
52,0.46343872
53,0.13842396
54,0.18791746
55,0.30568507
56,0.5447005
57,0.8332019
58,0.06484621
59,0.4825904
60,0.89072627
61,0.76336396
62,0.3579229
63,0.3542707
64,0.13947296
65,0.18276823
66,0.47265083
67,0.43281597
68,0.23922725
69,0.33298808
70,0.3144887
71,0.8255468
72,0.13696797
73,0.3934513
74,0.40461248
75,0.30476648
76,0.15823548
77,0.44968686
78,0.4064141
79,0.5358437
80,0.1092436
81,0.43825185
82,0.33749405
83,0.4738165
84,0.5891734
85,0.34061724
86,0.5017788
87,0.32921416
88,0.44066036
89,0.31783614
90,0.19412398
91,0.14999884
92,0.2824278
93,0.62451154
94,0.7703544
95,0.28332248
96,0.026215682
97,0.43269813
98,0.46698782
99,0.73649174
100,0.51265365
101,0.18791746
102,0.79033214
103,0.12857679
104,0.82474965
105,0.40972316
106,0.40883943
107,0.8181108
108,0.17600103
109,0.19811895
110,0.5797571
111,0.8164624
112,0.1345479
113,0.3064059
114,0.26041746
115,0.5725975
116,0.79089534
117,0.19843559
118,0.43536627
119,0.17333566
120,0.29887584
121,0.73132837
122,0.43585747
123,0.2864796
124,0.29340577
125,0.6759644
126,0.66355383
127,0.365164
128,0.7503046
129,0.14930683
130,0.85292345
131,0.45483515
132,0.78225136
133,0.3125998
134,0.47417095
135,0.46090227
136,0.21928312
137,0.51125467
138,0.33843383
139,0.8406114
140,0.42734456
141,0.46498814
142,0.18323271
143,0.51753473
144,0.431092
145,0.16963324
146,0.7695877
147,0.8316041
148,0.1976547
149,0.3611104
150,0.17112528
151,0.29528993
152,0.5509535
153,0.5061001
154,0.22900468
155,0.29193014
156,0.17337151
157,0.5011235
158,0.723378
159,0.31664336
160,0.27687505
161,0.2601432
162,0.23685946
163,0.6470933
164,0.41474253
165,0.32838613
166,0.5472934
167,0.1013413
168,0.7197044
169,0.68258184
170,0.76781297
171,0.23538816
172,0.34651545
173,0.17276123
174,0.26208454
175,0.8962801
176,0.5517337
177,0.5067639
178,0.15996891
179,0.20904948
180,0.47020003
181,0.10944074
182,0.2943888
183,0.50762755
184,0.7008722
185,0.49617693
186,0.7410635
187,0.32571793
188,0.90100366
189,0.15607221
190,0.36496726
191,0.09159694
192,0.41076854
193,0.86051565
194,0.6587361
195,0.6191587
196,0.75278765
197,0.69295555
198,0.8013164
199,0.24945323
200,0.71211636
201,0.33337253
202,0.11355703
203,0.7070152
204,0.26500043
205,0.66313475
206,0.20866913
207,0.41081282
208,0.33392826
209,0.10756073
210,0.4598031
211,0.2336018
212,0.1959871
213,0.057083912
214,0.4888366
215,0.4842485
216,0.12469238
217,0.5177618
218,0.5336666
219,0.6282914
220,0.71163327
221,0.29731452
222,0.27581522
223,0.62000054
224,0.7500773
225,0.38243017
226,0.2144009
227,0.22084048
228,0.20721427
229,0.26148954
230,0.18035649
231,0.7495118
232,0.36071566
233,0.33451185
234,0.51947963
235,0.8046722
236,0.37734398
237,0.21295649
238,0.37602988
239,0.6763671
240,0.713135
241,0.23590182
242,0.14526306
243,0.3967484
244,0.8388415
245,0.15481183
246,0.2113746
247,0.44511613
248,0.07388838
249,0.27045706
250,0.5449499
251,0.46704715
252,0.18552265
253,0.4748954
254,0.24464077
255,0.12339917
256,0.3275364
257,0.55981326
258,0.07703528
259,0.31719184
260,0.08896774
261,0.4839469
