id,prediction
0,0.62561744
1,0.6992011
2,0.1616302
3,0.99997663
4,0.11092574
5,0.9999994
6,0.03817887
7,0.034188733
8,0.0005626932
9,0.99999917
10,0.10390143
11,0.9915624
12,0.9999975
13,0.9994417
14,0.9962238
15,0.9999995
16,0.12508954
17,0.9999988
18,0.9999976
19,0.01968625
20,0.815169
21,0.9993849
22,1.9793046e-05
23,1.5776698e-06
24,0.28406182
25,0.9999993
26,0.8230886
27,0.9999889
28,0.48502907
29,0.9999927
30,0.8156274
31,0.99999464
32,1.4901742e-05
33,4.6764235e-08
34,0.8545506
35,0.999463
36,0.99998736
37,0.47161686
38,9.310823e-06
39,0.08415624
40,1.1145764e-05
41,0.04898895
42,0.0008266861
43,0.12683451
44,0.9999715
45,0.99999595
46,0.99994516
47,0.0002414857
48,0.83914125
49,0.51223564
50,0.9642616
51,7.3990304e-07
52,0.23922697
53,8.954492e-06
54,0.15222146
55,0.381638
56,0.16148882
57,0.9999995
58,9.689848e-06
59,0.08045774
60,0.99999905
61,0.9999968
62,0.9994011
63,0.11618096
64,0.060480572
65,1.141286e-05
66,0.54584175
67,0.24890795
68,0.31660038
69,0.3252949
70,0.9999893
71,0.99999845
72,1.7088692e-05
73,0.09194349
74,0.4445215
75,0.99999845
76,0.09751056
77,0.9999981
78,0.19957346
79,0.9999987
80,0.5780275
81,0.9999783
82,0.434463
83,0.5840958
84,0.65301496
85,0.13205627
86,0.45902944
87,5.6845324e-06
88,0.113279074
89,0.0025316747
90,0.0013101671
91,0.0019498002
92,0.11133048
93,0.99999905
94,0.99999964
95,0.99999845
96,0.069940835
97,0.9999865
98,0.99995816
99,0.91729224
100,0.9999995
101,0.15285467
102,0.20057772
103,0.21256332
104,0.017707672
105,0.99999607
106,0.99988234
107,0.99999285
108,0.072474405
109,0.53778154
110,0.9996965
111,0.99999917
112,9.100501e-06
113,0.15789993
114,0.04530879
115,0.6769354
116,0.554967
117,0.06315685
118,0.60012704
119,3.0053016e-05
120,0.9999713
121,0.9999989
122,0.99999404
123,0.00046373782
124,0.008312999
125,0.061774228
126,0.99999905
127,3.6368987e-05
128,0.7705602
129,0.99972886
130,0.9999976
131,0.1540414
132,0.93809724
133,0.0012136024
134,0.64875585
135,0.9999993
136,0.034188733
137,0.99999905
138,0.3999696
139,0.9997099
140,0.99999833
141,0.4779497
142,0.24735594
143,1.0682869e-05
144,0.25318354
145,0.20630004
146,0.99999857
147,0.99993765
148,4.564026e-05
149,0.7034386
150,0.17506924
151,0.9996644
152,0.9999981
153,1.0109685e-05
154,0.026229523
155,0.99997246
156,0.17328356
157,0.02803369
158,0.46818587
159,0.07698796
160,0.99999666
161,0.16919923
162,0.23132466
163,0.9999548
164,0.31575984
165,0.76125705
166,0.007395232
167,0.086802706
168,0.798856
169,0.99999857
170,0.9999951
171,0.36188343
172,0.17472057
173,0.035101958
174,0.11378659
175,0.9999989
176,0.6180367
177,0.22681272
178,0.10261952
179,9.261097e-06
180,0.2161084
181,0.03431756
182,0.37978488
183,0.25915816
184,0.9999993
185,0.5832126
186,8.339554e-06
187,0.9999956
188,0.83830553
189,0.98333204
190,0.99999535
191,0.15644081
192,0.39461523
193,0.99999857
194,0.48048285
195,0.9999732
196,0.9999999
197,0.000100538404
198,0.99999833
199,6.8490644e-06
200,0.99997723
201,0.9968851
202,0.9999776
203,0.83904827
204,0.99968314
205,0.75460356
206,1.4265695e-06
207,3.4825785e-05
208,0.23367019
209,8.076958e-06
210,0.35340387
211,0.6156364
212,0.2354621
213,0.99985576
214,0.13090761
215,0.9999974
216,0.99996614
217,0.47251678
218,0.67923117
219,0.37447104
220,0.9999988
221,0.39645165
222,0.27179834
223,0.9999615
224,0.9999887
225,0.3774243
226,0.7069352
227,0.9999962
228,0.1801449
229,0.9999832
230,0.09243329
231,0.5598756
232,0.99963844
233,0.43917304
234,0.665752
235,0.9999993
236,0.086483106
237,0.0537351
238,0.999969
239,0.9994642
240,0.99999905
241,0.9998683
242,9.11711e-06
243,0.99997425
244,0.99997747
245,0.50610805
246,0.25828493
247,0.99999905
248,0.12406047
249,0.049326077
250,0.5438515
251,0.9999994
252,0.9999993
253,0.5735765
254,0.9999981
255,0.1317511
256,0.9999982
257,0.9999964
258,2.6484178e-05
259,0.9999709
260,0.027417688
261,0.99999535
262,0.023910422
263,0.08970526
264,0.020277668
265,0.05609966
266,0.9999999
267,0.9999989
268,0.052551877
269,0.015215019
270,7.9253624e-08
271,0.073022954
272,0.39511362
273,0.70314217
274,0.9999982
275,0.069514796
276,0.6154114
277,1.2133391e-05
278,0.5787845
279,0.7852968
280,0.99999845
281,0.9999999
282,0.7361779
283,0.9999763
284,0.9986884
285,1.5066963e-05
286,0.00020321393
287,0.3192084
288,0.59160984
289,0.4280511
290,0.32984823
291,3.1123432e-07
292,0.18584533
293,1.1935365e-05
294,0.9999968
295,2.322088e-06
296,0.9993228
297,0.7271871
298,0.6649655
299,0.99999917
300,2.6980544e-05
301,0.20540467
302,0.17607144
303,0.99986994
304,0.14295796
305,0.008858095
306,0.18201931
307,0.9999982
308,0.21708821
309,0.8805689
310,0.16324705
311,1.1880026e-05
312,0.9999982
313,0.17071816
314,0.31422517
315,0.999997
316,0.9999988
317,0.9999331
318,0.27011776
319,0.99999917
320,0.5359756
321,0.22590326
322,0.26609972
323,0.047550805
324,0.99999607
325,9.033762e-09
326,0.83498514
327,0.09458334
328,0.4504378
329,0.66566294
330,0.9999993
331,0.09233342
332,0.99999845
333,0.2673938
334,0.99999917
335,0.99999905
336,1.082818e-05
337,0.5924303
338,0.7493274
339,0.28561315
340,0.6690891
341,0.99999845
342,0.9999989
343,0.3687344
344,0.99999535
345,0.9577846
346,0.6945018
347,1.0874503e-07
348,0.9999988
349,0.99999917
350,9.964774e-06
351,0.9999573
352,0.99998903
353,0.60453594
354,0.8662555
355,0.45262396
356,0.57152146
357,8.068405e-06
358,0.27198306
359,0.9999441
360,0.2898543
361,1.0010924e-05
362,0.1088971
363,0.10154907
364,0.99999046
365,0.6751838
366,0.99840826
367,0.15581909
368,1.8370483e-07
369,0.9999552
370,0.99999845
371,0.99999857
372,0.9999994
373,0.9990088
374,0.07527599
375,0.50005555
376,0.24618009
377,5.9236236e-06
378,0.5338123
379,0.18022509
380,0.10935454
381,0.9999993
382,0.99995613
383,6.0309513e-09
384,0.11483041
385,0.16698426
386,0.10815049
387,0.673952
388,0.94134754
389,0.8029408
390,0.36770916
391,0.044465434
392,0.017111057
393,0.25544265
394,0.5729619
395,0.081306234
396,0.9104027
397,0.8378082
398,0.9999614
399,0.10439879
400,0.53007585
401,0.99999845
402,0.2912743
403,7.934882e-06
404,0.19226602
405,0.9993892
406,0.90991646
407,0.09366874
408,0.162158
409,0.19428936
410,0.99999905
411,2.3649666e-06
412,0.060214404
413,0.99922407
414,0.21317358
415,0.24242802
416,0.8544083
417,0.9999981
418,0.59524363
419,0.523186
420,0.99999726
421,0.9999987
422,0.99999666
423,0.46705195
424,0.9999995
425,0.027634853
426,0.4700183
427,0.9999993
428,0.99999857
429,0.63781565
430,0.52582955
431,0.028318482
432,0.99999905
433,0.99999905
434,0.2226828
435,0.0038940164
436,0.009692
437,0.12725711
438,0.99999905
439,0.11074568
440,0.0820469
441,0.2645549
442,0.022626843
443,0.99999154
444,0.37078205
445,0.9999987
446,0.24694341
447,0.99999917
448,3.5316275e-06
449,0.41267338
450,0.41301104
451,0.3265779
452,0.9998379
453,9.684212e-06
454,0.23013662
455,0.092295446
456,0.19540578
457,0.99997914
458,0.99999917
459,0.0030157736
460,0.9999658
461,0.99999917
462,0.51893914
463,0.35771427
464,0.9999987
465,0.9999989
466,0.9999995
467,0.9999685
468,2.9667624e-05
469,3.4022207e-06
470,0.017554788
471,2.400494e-06
472,0.14450501
473,0.9999807
474,0.19327386
475,0.99903154
476,0.9999976
477,0.057952076
478,0.99999845
479,0.99999905
480,0.6101746
481,0.25991696
482,1.2923127e-05
483,0.23593393
484,0.99999917
485,0.99993837
486,0.36767352
487,0.008830675
488,1.0710565e-05
489,0.0050439546
490,0.10375102
491,0.9999938
492,0.7054377
493,0.100864306
494,0.22760521
495,0.010329342
496,9.98986e-08
497,0.9999895
498,0.35755914
499,0.72411543
500,0.3747886
501,0.6630567
502,0.07535753
503,0.1434697
504,0.99999845
505,0.5913736
506,0.5494852
507,0.62418693
508,0.4222393
509,9.229163e-06
510,0.4196251
511,0.27060896
512,0.9999993
513,0.99999845
514,0.25875902
515,0.32079884
516,0.99999905
517,0.08006006
518,0.99998975
519,0.2526442
520,0.9999988
521,0.9999993
522,0.9999999
523,0.010704644
524,0.8189605
525,0.056791853
526,0.99999905
527,0.27844855
528,0.72878295
529,0.9999989
530,0.99996555
531,0.09821387
532,1.0855851e-07
533,0.34513074
534,1.9919842e-05
535,0.26516557
536,0.99999785
537,0.35160303
538,0.0002614948
539,0.4057665
540,0.99999976
541,0.99999976
542,0.9999989
543,0.200478
544,0.3295677
545,0.9376693
546,0.63142854
547,0.32456446
548,0.70502687
549,0.31512704
550,0.9999988
551,0.23341762
552,0.062121056
553,0.20193946
554,1.141286e-05
555,0.9999994
556,0.32797307
557,0.18709782
558,0.99999905
559,0.15646228
560,0.9999995
561,0.24322297
562,0.25998682
563,7.674321e-06
564,0.49524084
565,0.99999905
566,2.374105e-06
567,0.9999994
568,0.99947053
569,0.3604463
570,0.03941866
571,0.99999857
572,3.3961849e-06
573,0.20086761
574,0.4637262
575,0.08270432
576,0.0017511952
577,0.9999982
578,0.7764702
579,0.7444461
580,0.36710685
581,0.99997866
582,0.999998
583,0.009029397
584,1.2137175e-05
585,0.48005423
586,0.85102826
587,0.14687376
588,0.3006131
589,0.41938826
590,0.029760601
591,0.99999917
592,0.9999994
593,0.99999845
594,0.9996698
595,0.10678914
596,0.999998
597,0.99999845
598,1.0622048e-05
599,0.6363977
600,0.99999917
601,0.19669293
602,0.9999988
603,1.0838616e-05
604,0.19399303
605,0.999997
606,0.9988186
607,0.99999905
608,0.9999335
609,0.99999917
610,0.15394364
611,0.24025391
612,0.9999999
613,8.719172e-06
614,0.24410568
615,0.78609955
616,0.9999963
617,1.667408e-05
618,0.12437822
619,1.1760089e-05
620,0.25695205
621,0.049605567
622,0.06294302
623,0.13093965
624,0.04538891
625,2.0910962e-05
626,0.9999938
627,0.71229875
628,0.99988174
629,7.833977e-06
630,0.023710104
631,0.095447175
632,0.25080273
633,0.2599872
634,0.9999976
635,0.028857768
636,0.9999956
637,0.44594252
638,0.21117465
639,0.99999917
640,0.99999833
641,0.99999905
642,1.3636156e-05
643,7.2112102e-06
644,0.1549639
645,0.99969447
646,0.068793096
647,0.99999917
648,0.17567177
649,0.27928695
650,0.17455056
651,0.9999987
652,0.99995863
653,0.9999987
654,0.09837448
655,0.14728434
656,0.24122058
657,0.92199296
658,1.7031422e-05
659,0.03935878
660,0.168355
661,0.99999976
662,0.20602527
663,0.20694038
664,0.9999981
665,0.22400896
666,0.99975675
667,0.9999869
668,0.25334656
669,0.34326944
670,0.07661783
671,1.4012287e-05
672,0.8795331
673,0.22332518
674,0.05251421
675,0.99999976
676,1.2377372e-05
677,0.9999999
678,0.65404
679,0.99947053
680,7.360067e-06
681,0.4809289
682,0.5101709
683,0.9999671
684,0.9999989
685,0.2775838
686,0.9999988
687,0.99999976
688,0.7855114
689,0.9999974
690,1.1259683e-05
691,0.9995616
692,0.99993515
693,0.99999917
694,0.5763022
695,9.652845e-06
696,0.20630004
697,7.873704e-06
698,0.12875715
699,0.99999976
700,0.11413124
701,0.99999917
702,0.8449331
703,0.20321861
704,0.20186995
705,2.7886947e-06
706,9.139944e-06
707,0.22319876
708,0.0243672
709,4.4180426e-05
710,0.9999982
711,0.3317876
712,0.9999765
713,0.99996424
714,0.0052952925
715,0.4666655
716,0.74954367
717,0.25544265
718,1.141286e-05
719,0.41935772
720,0.99721247
721,0.22705096
722,0.09882804
723,0.99999917
724,0.42575997
725,0.9999993
726,4.9949096e-05
727,1.010289e-05
728,0.9999976
729,0.20540467
730,0.5766789
731,0.06886186
732,0.6837205
733,0.99999547
734,0.27089074
735,0.09181632
736,0.9999993
737,0.043764576
738,0.9999423
739,1.999332e-09
740,0.442143
741,0.8315937
742,0.82126695
743,0.4765921
